2020-02-07	FOF200207009594	23RD ST & MARTIN LUTHER KING JR WY
2020-02-07	FOF200207009807	47TH AV & SAN LEANDRO ST
2020-02-08	FOF200208009823	66TH AV & COLISEUM WY
2020-02-08	FOF200208009840	600 HARRISON ST
2020-02-08	FOF200208009863	36TH ST & MARTIN LUTHER KING JR WY
2020-02-09	FOF200209010347	275 7TH ST
2020-02-10	FOF200210010559	NORTHGATE AV & SYCAMORE ST
2020-02-10	FOF200210010578	36TH ST & MARKET ST
2020-02-10	FOF200210010622	2100 EMBARCADERO
2020-02-11	FOF200211010781	1995 EMBARCADERO
2020-02-11	FOF200211010787	12TH ST & LAKE MERRITT BLVD
2020-02-11	FOF200211010953	34TH ST & WOOD ST
2020-02-11	FOF200211010975	5TH ST & BROADWAY
2020-02-12	FOF200212011044	3601 TELEGRAPH AV
2020-02-12	FOF200212011079	1925 BRUSH ST
2020-02-13	FOF200213011296	85TH AV & SAN LEANDRO ST
2020-02-13	FOF200213011450	DENNISON ST & EMBARCADERO
2020-02-13	FOF200213011455	2100 EMBARCADERO
2020-02-17	FOF200217012282	6TH ST & WEBSTER ST
2020-02-17	FOF200217012373	29TH ST & TELEGRAPH AV
2020-02-17	FOF200217012451	47TH AV & SAN LEANDRO ST
2020-02-17	FOF200217012460	7TH ST & BRUSH ST
2020-02-18	FOF200218012557	23RD ST & MARTIN LUTHER KING JR WY
2020-02-18	FOF200218012729	36TH ST & MARTIN LUTHER KING JR WY
2020-02-18	FOF200218012761	E 12TH ST & 16TH AV
2020-02-19	FOF200219013043	34TH ST & TELEGRAPH AV
2020-02-20	FOF200220013291	ALAMEDA AV & HIGH ST
2020-02-20	FOF200220013329	34TH ST & TELEGRAPH AV
2020-02-21	FOF200221013459	23RD ST & BRUSH ST
2020-02-23	FOF200223013966	HOLLIS ST & W MACARTHUR BLVD
2020-02-24	FOF200224014198	7TH ST & BRUSH ST
2020-02-24	FOF200224014271	2000 DENNISON ST
2020-02-25	FOF200225014406	85TH AV & SAN LEANDRO ST
2020-02-25	FOF200225014578	900 FALLON ST
2020-02-25	FOF200225014604	7TH ST & BRUSH ST
2020-02-26	FOF200226014735	8511 SAN LEANDRO ST
2020-02-26	FOF200226014747	E 12TH ST & 19TH AV
2020-02-26	FOF200226014824	85TH AV & SAN LEANDRO ST
2020-02-26	FOF200226014889	7TH ST & ALICE ST
2020-02-28	FOF200228015317	34TH ST & WEBSTER ST
2020-02-28	FOF200228015356	1577 BEACH ST
2020-02-28	FOF200228015475	ALAMEDA AV & FRUITVALE AV
2020-02-29	FOF200229015626	MARTIN LUTHER KING JR WY & SYCAMORE ST
2020-02-29	FOF200229015716	7TH ST & MARKET ST
2020-03-01	FOF200301015826	7TH ST & BRUSH ST
2020-03-01	FOF200301015955	7TH ST & BRUSH ST
2020-03-02	FOF200302016009	85TH AV & SAN LEANDRO ST
2020-03-02	FOF200302016039	29TH AV & SB I880
2020-03-02	FOF200302016044	SB 23RD OFFRP AV & SB I880
2020-03-04	FOF200304016598	E 12TH ST & 19TH AV
2020-03-04	FOF200304016668	WB 12TH/14TH OFFRP ST & WB I980
2020-03-04	FOF200304016722	23RD ST & MARTIN LUTHER KING JR WY
2020-03-04	FOF200304016725	11TH ST & BRUSH ST
2020-03-05	FOF200305016857	GRAND AV & HARRISON ST
2020-03-05	FOF200305016858	GRAND AV & HARRISON ST
2020-03-05	FOF200305016877	6TH ST & WEBSTER ST
2020-03-05	FOF200305016893	6TH ST & ALICE ST
2020-03-05	FOF200305017089	136 E 12TH ST
2020-03-06	FOF200306017156	3250 LAKESHORE AV
2020-03-06	FOF200306017235	550 SYCAMORE ST
2020-03-07	FOF200307017614	E 17TH ST & 62ND AV
2020-03-08	FOF200308017783	5TH ST & ADELINE ST
2020-03-09	FOF200309017913	NB I880 & JACKSON ST
2020-03-10	FOF200310018151	11TH ST & PINE ST
2020-03-10	FOF200310018262	E 12TH ST & LAKE MERRITT BLVD
2020-03-10	FOF200310018315	50TH AV & SAN LEANDRO ST
2020-03-11	FOF200311018549	132 E 12TH ST
2020-03-11	FOF200311018604	7TH ST & BRUSH ST
2020-03-12	FOF200312018749	2020 BRUSH ST
2020-03-12	FOF200312018770	HIGH ST & NB I880
2020-03-12	FOF200312018839	66TH AV & NB I880
2020-03-13	FOF200313018944	34TH ST & MARTIN LUTHER KING JR WY
2020-03-14	FOF200314019447	5TH ST & JACKSON ST
2020-03-15	FOF200315019513	37TH ST & MARTIN LUTHER KING JR WY
2020-03-15	FOF200315019637	E 12TH ST & 19TH AV
2020-03-15	FOF200315019645	11TH ST & BRUSH ST
2020-03-16	FOF200316019883	790 54TH AV
2020-03-16	FOF200316019968	24TH ST & UNION ST
2020-03-17	FOF200317020019	6TH ST & BROADWAY
2020-03-17	FOF200317020048	E 8TH ST & FRUITVALE AV
2020-03-18	FOF200318020276	6TH ST & ALICE ST
2020-03-19	FOF200319020549	575 INDEPENDENT RD
2020-03-19	FOF200319020653	E 12TH ST & 1ST AV
2020-03-20	FOF200320020696	COLISEUM WY & NB HIGH OFFRP ST
2020-03-20	FOF200320020803	NORTHGATE AV & SYCAMORE ST
2020-03-22	FOF200322021276	6TH ST & MADISON ST
2020-03-23	FOF200323021368	7TH ST & HARRISON ST
2020-03-23	FOF200323021459	47TH AV & SAN LEANDRO ST
2020-03-24	FOF200324021576	COLISEUM WY & HIGH ST
2020-03-24	FOF200324021595	E 12TH ST & 29TH AV
2020-03-25	FOF200325021800	E 12TH ST & 22ND AV
2020-03-25	FOF200325021841	E 12TH ST & 23RD AV
2020-03-25	FOF200325021847	E 12TH ST & 19TH AV
2020-03-25	FOF200325022011	6TH ST & JACKSON ST
2020-03-26	FOF200326022095	200 105TH AV
2020-03-26	FOF200326022200	34TH ST & SAN PABLO AV
2020-03-27	FOF200327022395	7TH ST & BRUSH ST
2020-03-27	FOF200327022415	GRAND AV & HARRISON ST
2020-03-27	FOF200327022436	7200 SAN LEANDRO ST
2020-03-27	FOF200327022459	E 12TH ST & 26TH AV
2020-03-28	FOF200328022608	37TH ST & MARTIN LUTHER KING JR WY
2020-03-28	FOF200328022677	1710 E 12TH ST
2020-03-28	FOF200328022701	5TH ST & BROADWAY
2020-03-29	FOF200329022863	34TH ST & TELEGRAPH AV
2020-03-30	FOF200330022939	W GRAND AV & MARTIN LUTHER KING JR WY
2020-03-30	FOF200330022968	24TH ST & MARTIN LUTHER KING JR WY
2020-03-31	FOF200331023325	8451 SAN LEANDRO ST
2020-04-01	FOF200401023402	E 12TH ST & 19TH AV
2020-04-02	FOF200402023834	E 12TH ST & 19TH AV
2020-04-03	FOF200403023979	E 12TH ST & 19TH AV
2020-04-03	FOF200403024051	HOLLIS ST & W MACARTHUR BLVD
2020-04-04	FOF200404024210	37TH AV & E 9TH ST
2020-04-08	FOF200408025053	44TH ST & MARTIN LUTHER KING JR WY
2020-04-09	FOF200409025212	25TH ST & NORTHGATE AV
2020-04-09	FOF200409025249	11TH ST & BRUSH ST
2020-04-10	FOF200410025523	11TH ST & BRUSH ST
2020-04-11	FOF200411025695	E 12TH ST & 18TH AV
2020-04-12	FOF200412025818	1801 14TH ST
2020-04-13	FOF200413026103	34TH ST & WOOD ST
2020-04-15	FOF200415026665	COOLIDGE AV & EB I580
2020-04-16	FOF200416026798	36TH ST & WEBSTER ST
2020-04-17	FOF200417026925	5TH ST & NB I880
2020-04-19	FOF200419027450	1900 E 12TH ST
2020-04-19	FOF200419027484	4701 SAN LEANDRO ST
2020-04-21	FOF200421027868	3600 MARTIN LUTHER KING JR WY
2020-04-24	FOF200424028470	51ST ST & MARTIN LUTHER KING JR WY
2020-04-24	FOF200424028499	3400 TELEGRAPH AV
2020-04-24	FOF200424028549	E 12TH ST & 1ST AV
2020-04-24	FOF200424028646	98TH AV & B ST
2020-04-25	FOF200425028751	17TH ST & WOOD ST
2020-04-25	FOF200425028752	34TH ST & TELEGRAPH AV
2020-04-25	FOF200425028802	12TH ST & UNION ST
2020-04-26	FOF200426028930	NORTHGATE AV & SYCAMORE ST
2020-04-26	FOF200426028939	1700 E 12TH ST
2020-04-27	FOF200427029114	E 12TH ST & LAKE MERRITT BLVD
2020-04-27	FOF200427029124	21ST ST & BRUSH ST
2020-04-27	FOF200427029354	23RD ST & MARTIN LUTHER KING JR WY
2020-04-28	FOF200428029545	E 12TH ST & LAKE MERRITT BLVD
2020-05-01	FOF200501030044	HIGH ST & HOWARD ST
2020-05-02	FOF200502030403	12TH ST & BRUSH ST
2020-05-02	FOF200502030427	BROADWAY & SB I880
2020-05-02	FOF200502030452	NORTHGATE AV & SYCAMORE ST
2020-05-05	FOF200505031013	83RD AV & INTERNATIONAL BLVD
2020-05-06	FOF200506031328	311 105TH AV
2020-05-06	FOF200506031395	38TH ST & MANILA AV
2020-05-09	FOF200509032089	24TH ST & WOOD ST
2020-05-10	FOF200510032213	4705 COLISEUM WY
2020-05-10	FOF200510032278	31ST ST & TELEGRAPH AV
2020-05-11	FOF200511032470	35TH AV & DELAWARE ST
2020-05-12	FOF200512032678	COLISEUM WY & HIGH ST
2020-05-13	FOF200513033003	E 12TH ST & 17TH AV
2020-05-14	FOF200514033080	105TH AV & EDES AV
2020-05-17	FOF200517033953	E 12TH ST & 22ND AV
2020-05-18	FOF200518034231	WB I580 CONN & EB I80
2020-05-18	FOF200518034262	4458 MACARTHUR BLVD
2020-05-18	FOF200518034291	3775 ALAMEDA AV
2020-05-18	FOF200518034292	HIGH ST & MACARTHUR BLVD
2020-05-18	FOF200518034297	3775 ALAMEDA AV
2020-05-20	FOF200520034615	6TH ST & MARKET ST
2020-05-20	FOF200520034616	HANOVER AV & LAKESHORE AV
2020-05-21	FOF200521034868	7TH ST & BRUSH ST
2020-05-23	FOF200523035327	34TH ST & WOOD ST
2020-05-24	FOF200524035648	34TH ST & ELM ST
2020-05-25	FOF200525035809	2ND AV & INTERNATIONAL BLVD
2020-05-25	FOF200525035930	3RD ST & FILBERT ST
2020-05-26	FOF200526036129	860 77TH AV
2020-05-26	FOF200526036298	HANOVER AV & LAKESHORE AV
2020-05-30	FOF200530036996	E 12TH ST & 16TH AV
2020-05-31	FOF200531037278	100 12TH ST
2020-06-01	FOF200601037638	LAKESIDE DR & OAK ST
2020-06-03	FOF200603038062	9TH ST & FALLON ST
2020-06-04	FOF200604038555	900 75TH AV
2020-06-06	FOF200606038838	RANDWICK AV & RICHMOND BLVD
2020-06-08	FOF200608039387	OAKPORT ST & ZHONE WY
2020-06-08	FOF200608039487	NB I880 CONN & WOOD ST
2020-06-09	FOF200609039546	1600 E 12TH ST
2020-06-09	FOF200609039686	2200 WILLOW ST
2020-06-09	FOF200609039738	6TH ST & MARKET ST
2020-06-09	FOF200609039753	2000 E 12TH ST
2020-06-10	FOF200610039773	47TH AV & SAN LEANDRO ST
2020-06-10	FOF200610039794	23RD AV & E 7TH ST
2020-06-11	FOF200611040042	5TH ST & FRANKLIN ST
2020-06-12	FOF200612040384	320 23RD AV
2020-06-13	FOF200613040485	30TH ST & TELEGRAPH AV
2020-06-14	FOF200614040718	34TH ST & WOOD ST
2020-06-15	FOF200615040972	BROADWAY & WEBSTER ST
2020-06-17	FOF200617041406	E 12TH ST & 22ND AV
2020-06-18	FOF200618041660	E 12TH ST & 7TH AV
2020-06-18	FOF200618041673	E 8TH ST & FRUITVALE AV
2020-06-18	FOF200618041678	35TH ST & SAN PABLO AV
2020-06-20	FOF200620042316	7TH ST & LINDEN ST
2020-06-21	FOF200621042390	E 12TH ST & 17TH AV
2020-06-21	FOF200621042419	95TH AV & INTERNATIONAL BLVD
2020-06-21	FOF200621042460	GRAND AV & HARRISON ST
2020-06-22	FOF200622042734	BROADWAY & WEBSTER ST
2020-06-23	FOF200623043020	3094 E 10TH ST
2020-06-24	FOF200624043222	36TH ST & MARTIN LUTHER KING JR WY
2020-06-24	FOF200624043300	W GRAND AV & WOOD ST
2020-06-25	FOF200625043467	35TH ST & MARTIN LUTHER KING JR WY
2020-06-26	FOF200626043592	LAKE PARK AV & LAKESHORE AV
2020-06-26	FOF200626043669	14TH ST & FILBERT ST
2020-06-26	FOF200626043760	35TH AV & EB I580
2020-06-27	FOF200627043856	3400 TELEGRAPH AV
2020-06-27	FOF200627043917	8255 SAN LEANDRO ST
2020-06-27	FOF200627044022	38TH ST & MANILA AV
2020-06-28	FOF200628044239	20TH ST & WOOD ST
2020-06-28	FOF200628044277	7TH ST & CASTRO ST
2020-06-29	FOF200629044467	23RD AV & SB I880
2020-06-29	FOF200629044567	E 12TH ST & 16TH AV
2020-06-30	FOF200630044586	BRUSH ST & W GRAND AV
2020-06-30	FOF200630044623	34TH ST & BEACH ST
2020-07-01	FOF200701044830	E 10TH ST & 2ND AV
2020-07-03	FOF200703045407	3600 ALAMEDA AV
2020-07-03	FOF200703045450	E 12TH ST & 19TH AV
2020-07-04	FOF200704045585	18TH ST & WOOD ST
2020-07-04	FOF200704045599	20TH ST & CAMPBELL ST
2020-07-04	FOF200704045621	3600 E 9TH ST
2020-07-05	FOF200705045955	E 12TH ST & 9TH AV
2020-07-05	FOF200705046037	GRAND AV & MACARTHUR BLVD
2020-07-05	FOF200705046083	2301 EMBARCADERO
2020-07-05	FOF200705046182	34TH ST & WOOD ST
2020-07-06	FOF200706046216	6TH ST & WEBSTER ST
2020-07-06	FOF200706046219	29TH ST & MARTIN LUTHER KING JR WY
2020-07-06	FOF200706046458	900 40TH AV
2020-07-07	FOF200707046499	E 12TH ST & LAKE MERRITT BLVD
2020-07-08	FOF200708046727	23RD ST & NORTHGATE AV
2020-07-08	FOF200708046865	E 12TH ST & 14TH AV
2020-07-08	FOF200708046874	E 12TH ST & 14TH AV
2020-07-08	FOF200708046954	34TH ST & TELEGRAPH AV
2020-07-09	FOF200709047070	7TH ST & BRUSH ST
2020-07-09	FOF200709047192	E 12TH ST & 26TH AV
2020-07-09	FOF200709047197	38TH ST & MANILA AV
2020-07-10	FOF200710047243	89TH AV & INTERNATIONAL BLVD
2020-07-10	FOF200710047267	NORTHGATE AV & SYCAMORE ST
2020-07-10	FOF200710047298	29TH ST & TELEGRAPH AV
2020-07-10	FOF200710047389	NORTHGATE AV & SYCAMORE ST
2020-07-11	FOF200711047495	24TH ST & UNION ST
2020-07-11	FOF200711047496	E 12TH ST & 19TH AV
2020-07-12	FOF200712047803	37TH ST & W MACARTHUR BLVD
2020-07-12	FOF200712047898	7200 SAN LEANDRO ST
2020-07-14	FOF200714048162	24TH ST & WOOD ST
2020-07-14	FOF200714048284	12TH AV & INTERNATIONAL BLVD
2020-07-16	FOF200716048626	29TH ST & TELEGRAPH AV
2020-07-16	FOF200716048743	30TH ST & MARTIN LUTHER KING JR WY
2020-07-17	FOF200717048788	1900 E 12TH ST
2020-07-19	FOF200719049288	2020 WAKE AV
2020-07-19	FOF200719049304	E 12TH ST & 16TH AV
2020-07-20	FOF200720049537	3775 ALAMEDA AV
2020-07-20	FOF200720049687	6TH ST & BRUSH ST
2020-07-22	FOF200722049935	73RD AV & KRAUSE AV
2020-07-22	FOF200722049970	DENNISON ST & EMBARCADERO
2020-07-22	FOF200722050154	12TH ST & FALLON ST
2020-07-22	FOF200722050200	MACARTHUR BLVD & OAKLAND AV
2020-07-23	FOF200723050417	10TH ST & CASTRO ST
2020-07-24	FOF200724050481	5TH ST & KIRKHAM ST
2020-07-24	FOF200724050582	6TH ST & WEBSTER ST
2020-07-25	FOF200725050759	25TH ST & MARTIN LUTHER KING JR WY
2020-07-26	FOF200726051049	1078 60TH ST
2020-07-26	FOF200726051064	107TH AV & PEARMAIN ST
2020-07-27	FOF200727051416	105TH AV & EDES AV
2020-07-28	FOF200728051490	800 47TH AV
2020-07-28	FOF200728051525	EB 51ST OFFRP ST & EB MLK JR OFFRP WY
2020-07-28	FOF200728051627	HARRISON ST & MACARTHUR BLVD
2020-07-28	FOF200728051655	66 MACARTHUR BLVD
2020-07-29	FOF200729051956	36TH ST & TELEGRAPH AV
2020-07-30	FOF200730052036	42ND AV & INTERNATIONAL BLVD
2020-07-30	FOF200730052083	3439 ANDOVER ST
2020-07-30	FOF200730052167	34TH ST & ANDOVER ST
2020-07-31	FOF200731052271	19TH ST & BRUSH ST
2020-07-31	FOF200731052410	1538 E 12TH ST
2020-08-02	FOF200802052793	CLAREMONT AV & HUDSON ST
2020-08-02	FOF200802052801	7TH ST & KIRKHAM ST
2020-08-03	FOF200803053136	766 MOORPARK AV
2020-08-04	FOF200804053272	34TH ST & WOOD ST
2020-08-04	FOF200804053311	36TH ST & MARTIN LUTHER KING JR WY
2020-08-05	FOF200805053401	NORTHGATE AV & SYCAMORE ST
2020-08-06	FOF200806053829	1201 41ST AV
2020-08-07	FOF200807053879	11TH AV & E 8TH ST
2020-08-07	FOF200807053975	E 12TH ST & 16TH AV
2020-08-07	FOF200807053985	25TH ST & NORTHGATE AV
2020-08-08	FOF200808054372	20TH ST & WOOD ST
2020-08-10	FOF200810054735	27TH ST & NORTHGATE AV
2020-08-10	FOF200810054792	75TH AV & SAN LEANDRO ST
2020-08-10	FOF200810054846	34TH ST & WEST ST
2020-08-10	FOF200810054848	E 12TH ST & 17TH AV
2020-08-12	FOF200812055297	10 10TH ST
2020-08-14	FOF200814055648	3601 TELEGRAPH AV
2020-08-14	FOF200814055814	26TH ST & WOOD ST
2020-08-15	FOF200815055996	27TH ST & SAN PABLO AV
2020-08-15	FOF200815056081	NORTHGATE AV & SYCAMORE ST
2020-08-15	FOF200815056204	E 12TH ST & 13TH AV
2020-08-17	FOF200817056651	EB I580 & WEBSTER ST
2020-08-17	FOF200817056655	750 HIGH ST
2020-08-17	FOF200817056725	3775 ALAMEDA AV
2020-08-18	FOF200818056786	LESSER ST & OAKPORT ST
2020-08-18	FOF200818056838	81ST AV & SAN LEANDRO ST
2020-08-20	FOF200820057595	ALAMEDA AV & FRUITVALE AV
2020-08-21	FOF200821057789	18TH ST & WOOD ST
2020-08-22	FOF200822057959	E 12TH ST & HIGH ST
2020-08-22	FOF200822058003	36TH ST & MARTIN LUTHER KING JR WY
2020-08-23	FOF200823058203	54TH ST & SHATTUCK AV
2020-08-23	FOF200823058209	E 12TH ST & 31ST AV
2020-08-23	FOF200823058307	E 12TH ST & 20TH AV
2020-08-23	FOF200823058340	E 12TH ST & 20TH AV
2020-08-24	FOF200824058480	8TH ST & VIRGINIA ST
2020-08-26	FOF200826058991	10058 EMPIRE RD
2020-08-26	FOF200826058998	400 LANCASTER ST
2020-08-28	FOF200828059450	11TH AV & E 12TH ST
2020-08-28	FOF200828059471	250 VICTORY CT
2020-08-28	FOF200828059477	34TH ST & TELEGRAPH AV
2020-08-28	FOF200828059582	550 E 12TH ST
2020-08-29	FOF200829059767	34TH ST & ANDOVER ST
2020-08-30	FOF200830060014	E 12TH ST & 19TH AV
2020-08-31	FOF200831060374	GRAND AV & HARRISON ST
2020-08-31	FOF200831060432	E 12TH ST & 20TH AV
2020-09-01	FOF200901060556	75TH AV & SAN LEANDRO ST
2020-09-02	FOF200902060920	34TH ST & TELEGRAPH AV
2020-09-05	FOF200905061693	34TH ST & BROADWAY
2020-09-07	FOF200907062277	34TH ST & ANDOVER ST
2020-09-08	FOF200908062553	34TH ST & ELM ST
2020-09-08	FOF200908062601	7TH ST & BRUSH ST
2020-09-09	FOF200909062751	7TH ST & BRUSH ST
2020-09-09	FOF200909062786	430 HALE AV
2020-09-09	FOF200909062792	400 105TH AV
2020-09-10	FOF200910062884	14TH ST & MANDELA PKWY
2020-09-10	FOF200910063045	34TH ST & PERALTA ST
2020-09-11	FOF200911063095	24TH ST & MARTIN LUTHER KING JR WY
2020-09-13	FOF200913063565	HEGENBERGER RD & SAN LEANDRO ST
2020-09-13	FOF200913063574	800 77TH AV
2020-09-13	FOF200913063585	E 12TH ST & 20TH AV
2020-09-14	FOF200914063806	EB I580 & WEBSTER ST
2020-09-14	FOF200914063808	WB I580 & EB I980 CONN
2020-09-14	FOF200914063989	E 12TH ST & 19TH AV
2020-09-15	FOF200915064076	FOOTHILL BLVD & LAKESHORE AV
2020-09-16	FOF200916064350	34TH ST & TELEGRAPH AV
2020-09-16	FOF200916064464	1330 LAKESHORE AV
2020-09-16	FOF200916064496	DENNISON ST & EMBARCADERO
2020-09-17	FOF200917064650	34TH ST & ANDOVER ST
2020-09-18	FOF200918064858	W GRAND AV & WOOD ST
2020-09-19	FOF200919065163	18TH ST & WOOD ST
2020-09-21	FOF200921065609	5TH AV & EMBARCADERO
2020-09-21	FOF200921065657	50TH AV & SAN LEANDRO ST
2020-09-22	FOF200922065938	545 32ND ST
2020-09-22	FOF200922065940	51ST ST & MARTIN LUTHER KING JR WY
2020-09-23	FOF200923066178	36TH ST & TELEGRAPH AV
2020-09-24	FOF200924066361	6TH ST & WEBSTER ST
2020-09-24	FOF200924066540	26TH ST & WILLOW ST
2020-09-24	FOF200924066565	E 12TH ST & 16TH AV
2020-09-25	FOF200925066627	25TH ST & NORTHGATE AV
2020-09-26	FOF200926067052	NORTHGATE AV & SYCAMORE ST
2020-09-27	FOF200927067117	66TH AV & SAN LEANDRO ST
2020-09-27	FOF200927067225	E 12TH ST & LAKE MERRITT BLVD
2020-09-28	FOF200928067436	77TH AV & SAN LEANDRO ST
2020-09-28	FOF200928067581	3407 E 8TH ST
2020-09-28	FOF200928067649	5TH ST & MARKET ST
2020-09-29	FOF200929067761	E 12TH ST & 16TH AV
2020-09-29	FOF200929067816	655 INTERNATIONAL BLVD
2020-09-29	FOF200929067819	4TH ST & BRUSH ST
2020-09-29	FOF200929067892	34TH ST & ELM ST
2020-09-30	FOF200930067973	8451 SAN LEANDRO ST
2020-09-30	FOF200930068113	49TH AV & SAN LEANDRO ST
2020-09-30	FOF200930068168	34TH ST & ELM ST
2020-10-01	FOF201001068221	955 7TH ST
2020-10-02	FOF201002068663	66TH AV & SAN LEANDRO ST
2020-10-03	FOF201003068792	7TH ST & BRUSH ST
2020-10-04	FOF201004069125	16TH ST & WOOD ST
2020-10-04	FOF201004069209	47TH AV & SAN LEANDRO ST
2020-10-06	FOF201006069585	34TH ST & ELM ST
2020-10-07	FOF201007069644	84TH AV & INTERNATIONAL BLVD
2020-10-07	FOF201007069746	553 34TH ST
2020-10-07	FOF201007069810	7TH ST & BRUSH ST
2020-10-08	FOF201008069901	45TH ST & TELEGRAPH AV
2020-10-08	FOF201008069960	34TH ST & PERALTA ST
2020-10-08	FOF201008069973	E 11TH ST & 2ND AV
2020-10-09	FOF201009070092	45TH ST & MARTIN LUTHER KING JR WY
2020-10-09	FOF201009070178	900 FALLON ST
2020-10-09	FOF201009070189	E 12TH ST & 22ND AV
2020-10-09	FOF201009070228	6TH ST & WEBSTER ST
2020-10-11	FOF201011070600	BROADWAY & EB I580
2020-10-11	FOF201011070650	GRAND AV & HARRISON ST
2020-10-11	FOF201011070651	GRAND AV & HARRISON ST
2020-10-13	FOF201013071112	34TH ST & PERALTA ST
2020-10-13	FOF201013071183	6TH ST & MARKET ST
2020-10-14	FOF201014071270	42ND AV & INTERNATIONAL BLVD
2020-10-14	FOF201014071286	34TH ST & ELM ST
